カテゴリ名,サブカテゴリ名,アイテム名,所要日数作業単位_数量,所要日数作業単位_単位,基本所要日数名,基本所要日数,歩掛作業単位_数量,歩掛作業単位_単位,基本歩掛名,歩掛カテゴリ,項目名,歩掛数量,歩掛単位,説明
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,,損耗材料費,1,式,
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,機械,高圧噴射撹拌式 地盤改良機運転,$T_A/(6.7\times60)$,日,表3.3 機械損料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,機械,高圧噴射撹拌式 地盤改良機運転,$T_A/(6.7\times60)$,日,表3.3 機械損料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,機械,グラウトポンプ運転,$T_A/(6.7\times60)$,日,表3.3 機械損料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,機械,空気圧縮機運転,$T_A/(6.7\times60)$,日,表3.3 機械賃料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,機械,ラフテレーンクレーン運転,$T_A/(6.7\times60)$,日,表3.3 機械賃料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,,諸雑費,1,式,表5.28
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,,1,本,,,特許料金,1,式,必要に応じて計上
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,,1,回,,労務,土木一般世話役,表5.29,人,
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,,1,回,,労務,特殊作業員,表5.29,人,
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,,1,回,,労務,普通作業員,表5.29,人,
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,,1,回,,機械,ラフテレーンクレーン運転,表5.29,日,機械賃料
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,,1,回,,,諸雑費,1,式,
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,,100,本,,労務,土木一般世話役,$100\times T_c/(60\times T)\times1$,人,表4.1
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,,100,本,,労務,特殊作業員,$100\times T_c/(60\times T)\times1$,人,
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,,100,本,,労務,普通作業員,$100\times T_c/(60\times T)\times1$,人,
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,,100,本,,,ドレーン材,$100\times(L+0.5)\times(1+K1)$,m,式5.1
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,,100,本,,,先端アンカー,$100\times(1+K2)$,個,式5.2
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,,100,本,,機械,プレファブリケイティッドバーチカルドレーン打機運転,$100\times T_c/(60\times T)$,日,表3.1 機械損料
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,,100,本,,,諸雑費,1,式,
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,労務,土木一般世話役,$100/D\times1$,人,表4.1 表5.1
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,労務,特殊作業員,$100/D\times1$,人,
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,労務,普通作業員,$100/D\times2$,人,
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,,改良材,$V\times100$,t,式5.1
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,機械,中層混合処理機運転,100/D,日,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,機械,スラリプラント運転,100/D,日,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,,諸雑費,1,式,表5.4
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,,100,m³,,,特許料金,1,式,必要に応じて計上
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,労務,土木一般世話役,$100/D\times1$,人,表4.1 表5.1
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,労務,特殊作業員,$100/D\times1$,人,
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,労務,普通作業員,$100/D\times2$,人,
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,,改良材,$V\times100$,t,式5.1
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,機械,中層混合処理機運転,100/D,日,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,機械,スラリプラント運転,100/D,日,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,,諸雑費,1,式,表5.4
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,,100,m³,,,特許料金,1,式,必要に応じて計上
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,労務,土木一般世話役,$1/N\times a$,人,表4.1
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,労務,特殊作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,労務,普通作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,,注入材料,$Q_s$,ℓ,式5.1
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,機械,ボーリングマシン運転,$1/N\times b$,日,表3.1 機械損料
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,機械,薬液注入ポンプ運転,$1/N\times b$,日,表3.1 機械損料
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,機械,水ガラス積算流量計運転,$1/N\times b$,日,表3.1(注)5 機械損料
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,,削孔消耗材料費,1,式,
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,,注入消耗材料費,1,式,
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,,諸雑費,1,式,表5.4
共通工,薬液注入工,二重管ストレーナ工法,,,,,1,本,,,特許料金,1,式,必要に応じて計上
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,労務,土木一般世話役,$1/N\times a$,人,表4.2
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,労務,特殊作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,労務,普通作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,,グラウト材,$Q_c$,ℓ,式5.2
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,,薬液注入管,,m,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,機械,ボーリングマシン運転,$1/N\times b$,日,表3.2 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,,削孔消耗材料費,1,式,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,,1,本,,,諸雑費,1,式,表5.12
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,労務,土木一般世話役,$1/N\times a$,人,表4.2
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,労務,特殊作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,労務,普通作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,,注入材料,$Q_P$,ℓ,式5.3
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,機械,薬液注入ポンプ運転,$1/N\times b$,日,表3.2 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,,注入消耗材料費,1,式,
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,,諸雑費,1,式,表5.12
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,,1,本,,,特許料金,1,式,必要に応じて計上
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,労務,土木一般世話役,$1/N\times a$,人,表4.2
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,労務,特殊作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,労務,普通作業員,$1/N\times a$,人,
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,,注入材料,$Q_{P2}$,ℓ,式5.4
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,機械,薬液注入ポンプ運転,$1/N\times b$,日,表3.2 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,,ゲルミキサ,$1/N\times b$,日,表3.2(注)5 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,,ミキシングプラント,$1/N\times b$,日,表3.2(注)6 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,,水ガラス積算流量計,$1/N\times b$,日,表3.2(注)7 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,,注入消耗材料費,1,式,
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,,諸雑費,1,式,表5.12
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,,1,本,,,特許料金,1,式,必要に応じて計上
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,,,労務,土木一般世話役,表5.13,人,
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,,,労務,特殊作業員,表5.13,人,
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,,,労務,普通作業員,表5.13,人,
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,,,機械,トラック運転,表5.13,h,機械損料
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,,,,諸雑費,1,式,
共通工,薬液注入工,注入設備移設,,,,,1,回,,労務,土木一般世話役,表5.14,人,
共通工,薬液注入工,注入設備移設,,,,,1,回,,労務,特殊作業員,表5.14,人,
共通工,薬液注入工,注入設備移設,,,,,1,回,,労務,普通作業員,表5.14,人,
共通工,薬液注入工,注入設備移設,,,,,1,回,,機械,トラック運転,表5.14,h,機械損料
共通工,薬液注入工,注入設備移設,,,,,1,回,,,諸雑費,1,式,
共通工,薬液注入工,排水汚泥土処理,,,,,1,日,,労務,普通作業員,表5.15,人,
共通工,薬液注入工,排水汚泥土処理,,,,,1,日,,機械,工事用水中モータポンプ運転,表5.15,日,機械損料
共通工,薬液注入工,排水汚泥土処理,,,,,1,日,,機械,アルカリ水中和装置運転,表5.15,h,機械損料
共通工,薬液注入工,排水汚泥土処理,,,,,1,日,,労務,水槽(一般工事用) 供用,表5.15,供用日,機械損料
共通工,薬液注入工,排水汚泥土処理,,,,,1,日,,,諸雑費,1,式,表5.15
共通工,ガス切断工,ガス切断,,,,,1,箇所,,労務,溶接工,表3.1,人,
共通工,ガス切断工,ガス切断,,,,,1,箇所,,労務,普通作業員,表3.1,人,
共通工,ガス切断工,ガス切断,,,,,1,箇所,,,酸素,表3.1,m³,
共通工,ガス切断工,ガス切断,,,,,1,箇所,,,アセチレン,表3.1,kg,
共通工,ガス切断工,ガス切断,,,,,1,箇所,,,諸雑費,1,式,表3.1
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,,1,台1回,,労務,土木一般世話役,表3.2,人,
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,,1,台1回,,労務,特殊作業員,表3.2,人,
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,,1,台1回,,機械,自走式破砕機運転,表3.2,日,機械損料
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,,1,台1回,,機械,トラッククレーン運転,表3.2,日,機械賃料
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,,1,台1回,,,諸雑費,1,式,表3.3
共通工,骨材再生工(自走式),骨材再生工,,,,,100,m³,,労務,土木一般世話役,$1\times100/D$,人,"表4.2,表4.3"
共通工,骨材再生工(自走式),骨材再生工,,,,,100,m³,,労務,特殊作業員,$1\times100/D$,人,
共通工,骨材再生工(自走式),骨材再生工,,,,,100,m³,,機械,大型ブレーカ運転,100/D,日,表4.3 必要に応じて計上 機械損料
共通工,骨材再生工(自走式),骨材再生工,,,,,100,m³,,機械,バックホウ (クローラ型) 運転,100/D,日,表4.3 機械損料
共通工,骨材再生工(自走式),骨材再生工,,,,,100,m³,,機械,自走式破砕機運転,100/D,日,表4.3 機械損料
共通工,骨材再生工(自走式),骨材再生工,,,,,100,m³,,,諸雑費,1,式,表4.4
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,,10,m,,労務,土木一般世話役,"表4.1,表4.2",人,
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,,10,m,,労務,とび工,"表4.1,表4.2",人,
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,,10,m,,労務,特殊作業員,"表4.1,表4.2",人,
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,,10,m,,労務,普通作業員,"表4.1,表4.2",人,
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,,10,m,,機械,高所作業車運転,$10/D\times2$,日,表4.1.表4.2 機械賃料
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,,10,m,,,諸雑費,1,式,"表4.1,表4.2"
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート据付,,,,,10,m,,機械,ラフテレーンクレーン運転 又は トラッククレーン運転,10/D,日,"表3.1,表4.5 機械賃料"
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート据付,,,,,10,m,,,諸雑費,1,式,
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート材料,,,,,10,m,,,大型プレキャストボックスカルバート材料費,,個,
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート材料,,,,,10,m,,,諸雑費,1,式,
